,ret
2016-01-31,-0.001270155366588154
2016-02-29,0.00509435394382915
2016-03-31,0.011870897175771345
2016-04-30,0.012311024654573084
2016-05-31,-0.0007090658188462258
2016-06-30,0.009167134323579547
2016-07-31,0.0013685058890563063
2016-08-31,-0.0007414174392773894
2016-09-30,0.0042294934192532
2016-10-31,-0.000950452693684246
2016-11-30,0.006223188445798212
2016-12-31,0.008337324034046694
2017-01-31,-0.0025589218344957013
2017-02-28,0.004410853972409381
2017-03-31,-0.003812246374495868
2017-04-30,0.0008128360036503641
2017-05-31,-0.000652378928060883
2017-06-30,-0.004642083274732443
2017-07-31,0.007647911108966746
2017-08-31,0.00770119730480721
2017-09-30,0.0006081939480696674
2017-10-31,0.010289848209330335
2017-11-30,0.0035359040597855024
2017-12-31,0.0032272182777537683
2018-01-31,-0.026392273434892456
2018-02-28,-0.009462522822729994
2018-03-31,-0.0005594808306752389
2018-04-30,0.0035473461352399094
2018-05-31,0.0029115460702458067
2018-06-30,-0.0003467905603198384
